name,gender,embedding_movie_1,embedding_movie_2,embedding_movie_3
Paul F. Tompkins,2,"[30.789, 8.087, 2007, 25000000, 77208711]","[124.774, 7.602, 2010, 260000000, 592461732]","[130.629, 8.6, 0, 0, 0]"
Evan Roderick,2,"[4.937, 6.9, 2021, 0, 0]","[5.1, 5.767, 2022, 0, 0]","[17.325, 7.95, 0, 0, 0]"
Melanie Zanetti,1,"[13.584, 8.442, 2020, 0, 0]","[14.523, 8.425, 2020, 0, 0]","[27.665, 8.406, 2020, 0, 0]"
Daniela Melchior,1,"[115.406, 7.554, 2021, 185000000, 168717425]","[360.029, 8.007, 2023, 250000000, 845430302]","[1434.884, 7.238, 2023, 340000000, 704709660]"
William Sadler,2,"[33.292, 6.928, 1990, 70000000, 240031094]","[125.459, 8.7, 1994, 25000000, 28341469]","[74.059, 6.927, 2013, 200000000, 1215577205]"
Hattie Morahan,1,"[46.305, 6.552, 2016, 170000000, 299457024]","[75.291, 6.968, 2017, 160000000, 1266115964]","[31.035, 7.299, 2020, 21000000, 0]"
Edi Gathegi,2,"[106.998, 6.288, 2008, 37000000, 393616788]","[61.661, 6.0, 2009, 50000000, 709827462]","[2.382, 7.297, 2011, 160000000, 353624124]"
Kristin Booth,1,"[11.453, 6.105, 2003, 8256269, 460978]","[13.107, 5.772, 2007, 1500000, 0]","[9.592, 6.396, 2009, 3500000, 44462]"
Gabourey Sidibe,1,"[16.629, 7.333, 2009, 10000000, 47536959]","[26.786, 6.074, 2011, 75000000, 152930623]","[23.082, 5.935, 2016, 35000000, 27979040]"
Shamier Anderson,2,"[27.439, 5.931, 2021, 0, 0]","[478.787, 7.792, 2023, 90000000, 426978565]","[148.641, 7.264, 0, 0, 0]"
John Ross Bowie,2,"[30.467, 6.601, 2013, 43000000, 158674180]","[61.684, 6.921, 2019, 125000000, 801693929]","[195.047, 7.9, 0, 0, 0]"
Aleisha Allen,1,"[33.406, 7.074, 2003, 35000000, 131095990]","[21.441, 5.568, 2005, 32000000, 97918663]","[15.892, 5.727, 2007, 0, 58400000]"
Jennifer Ehle,1,"[26.477, 7.741, 2010, 15000000, 414211549]","[24.689, 6.986, 2012, 40000000, 132820716]","[141.569, 5.881, 2015, 40000000, 571006128]"
Regis Toomey,2,"[15.353, 7.415, 1940, 0, 0]","[14.165, 7.4, 1945, 1500000, 7000000]","[19.092, 7.617, 1946, 1600000, 4900000]"
Ryan Michelle Bathe,1,"[16.341, 5.545, 2012, 40000000, 36893721]","[18.447, 7.846, 0, 11000000, 0]","[129.419, 7.881, 0, 0, 0]"
Julia McKenzie,1,"[15.815, 7.109, 2006, 15000000, 49814392]","[5.306, 6.0, 2013, 0, 0]","[137.057, 7.679, 0, 0, 0]"
Ruth Negga,1,"[86.196, 6.809, 2013, 200000000, 531865000]","[15.445, 6.101, 2019, 87500000, 127461872]","[68.05, 7.5, 0, 0, 0]"
John Gielgud,2,"[20.903, 8.048, 1980, 5000000, 26010864]","[16.354, 7.543, 1982, 22000000, 77737889]","[15.831, 7.171, 1998, 30000000, 82150642]"
Sarah Lind,1,"[16.926, 5.0, 2015, 0, 0]","[12.971, 4.8, 2017, 6000000, 17544173]","[30.496, 5.354, 2019, 2700000, 0]"
Benjamin Salisbury,2,"[10.328, 5.6, 1992, 24000000, 22518097]","[12.226, 5.923, 2002, 10000000, 19576023]","[191.56, 8.114, 0, 0, 0]"
Joss Stone,1,"[27.609, 5.075, 2006, 100000000, 249288105]","[113.14, 7.83, 0, 0, 0]","[816.5, 6.955, 0, 4500000, 6582065]"
Tom Amandes,2,"[19.937, 6.616, 1996, 65000000, 89456761]","[10.7, 6.085, 1998, 0, 0]","[19.29, 6.379, 1999, 25000000, 10115013]"
Traci Wolfe,1,"[36.396, 7.287, 1987, 15000000, 120207127]","[28.089, 6.699, 1992, 35000000, 321731527]","[25.795, 6.58, 1998, 140000000, 285444603]"
Hanna Hall,1,"[98.321, 8.476, 1994, 55000000, 677387716]","[27.896, 7.089, 1999, 6000000, 10409377]","[36.137, 6.204, 2007, 15000000, 80460948]"
Vanessa Martinez,1,"[38.353, 7.838, 2011, 25000000, 23308615]","[17.239, 6.533, 2016, 7000000, 3377430]","[208.624, 8.211, 2023, 0, 0]"
Luke Askew,2,"[16.398, 7.742, 1967, 3200000, 16217773]","[17.939, 7.07, 1969, 400000, 60000000]","[19.119, 6.965, 2001, 11000000, 17423030]"
Christopher Judge,2,"[16.767, 7.079, 2008, 7000000, 0]","[78.615, 7.777, 2012, 250000000, 1081041287]","[365.241, 8.247, 0, 4000000, 46474]"
D.B. Sweeney,2,"[55.278, 6.522, 2000, 127500000, 354248063]","[64.541, 7.256, 2003, 128000000, 250397798]","[67.555, 6.339, 2012, 45000000, 376141306]"
Shannyn Sossamon,1,"[24.806, 6.854, 2001, 65000000, 117487473]","[12.814, 5.428, 2008, 20000000, 45847751]","[22.786, 5.879, 2015, 10000000, 53329150]"
Clare Foley,1,"[10.281, 6.823, 2011, 10831173, 10654385]","[44.658, 6.868, 2012, 3000000, 82515113]","[38.461, 7.362, 2015, 30000000, 91709827]"
Paula Marshall,1,"[11.025, 6.938, 1998, 0, 3121]","[22.082, 6.281, 2003, 40000000, 190212113]","[37.388, 6.821, 2021, 40000000, 34891791]"
Kai Lennox,2,"[57.09, 7.019, 1998, 33000000, 244721064]","[26.646, 6.665, 2008, 70000000, 223241637]","[7.262, 5.188, 2011, 0, 4132000]"
Alain Chabat,2,"[29.405, 7.379, 2002, 58500000, 128027976]","[32.471, 6.132, 2009, 150000000, 413106170]","[12.063, 5.279, 2012, 50000000, 50100000]"
Catherine Oxenberg,1,"[16.592, 5.89, 1988, 2500000, 1189315]","[12.605, 7.221, 0, 0, 0]","[18.217, 7.195, 0, 0, 0]"
Melinda Clarke,1,"[23.999, 6.571, 1993, 2000000, 54207]","[18.681, 5.389, 1997, 40000000, 87840042]","[26.593, 7.191, 2003, 5000000, 0]"
Bill Daily,2,"[3.789, 5.6, 1985, 0, 0]","[5.628, 4.282, 1991, 3000000, 0]","[56.48, 7.48, 0, 0, 0]"
Rachel Brosnahan,1,"[32.9, 7.632, 2019, 100000000, 171616764]","[24.032, 7.038, 2020, 0, 26000000]","[60.252, 8.12, 0, 0, 0]"
Madison Lintz,1,"[334.89, 7.975, 0, 0, 0]","[314.666, 8.197, 0, 0, 0]","[449.777, 8.1, 0, 55000000, 307077295]"
David Clennon,2,"[50.37, 8.051, 1982, 15000000, 19629760]","[87.603, 7.892, 2014, 61000000, 369330363]","[44.219, 6.3, 2015, 31000000, 104384188]"
Marlon Wayans,2,"[104.877, 6.346, 2000, 19000000, 278019771]","[14.546, 8.026, 2000, 4500000, 7400000]","[97.445, 6.921, 2004, 37000000, 113086475]"
John Marley,2,"[13.029, 7.221, 1968, 275000, 0]","[16.72, 6.772, 1970, 2200000, 136400000]","[164.432, 8.71, 1972, 6000000, 245066411]"
Brooklyn Decker,1,"[58.212, 6.678, 2011, 80000000, 214945591]","[49.272, 5.814, 2012, 209000000, 303025485]","[22.728, 6.0, 2012, 40000000, 79700000]"
Anthony Rapp,2,"[67.495, 7.853, 2001, 58000000, 316800000]","[14.108, 6.83, 2005, 40000000, 31670620]","[124.043, 7.139, 0, 0, 0]"
Emily Rose,1,"[2.749, 6.086, 2013, 0, 0]","[9.334, 6.1, 2017, 0, 0]","[101.632, 7.559, 0, 0, 0]"
Paul Ritter,2,"[31.322, 6.318, 2008, 200000000, 589580482]","[30.778, 6.058, 2016, 75000000, 220021259]","[90.177, 8.654, 0, 1, 0]"
Jeff Bergman,2,"[62.605, 6.8, 2021, 150000000, 163692228]","[64.0, 8.032, 0, 0, 0]","[85.651, 7.082, 0, 0, 0]"
Marta Kristen,1,"[10.903, 5.3, 1980, 2000000, 11000000]","[20.956, 5.4, 1998, 80000000, 136159423]","[122.56, 7.103, 0, 0, 0]"
John Cho,2,"[19.608, 6.526, 2004, 9000000, 23936908]","[51.414, 7.434, 2009, 150000000, 385680446]","[19.495, 7.597, 2018, 1000000, 75462037]"
Jonathan Frakes,2,"[13.598, 6.512, 1994, 38000000, 120000000]","[28.382, 7.292, 1996, 46000000, 150000000]","[23.852, 6.29, 2002, 60000000, 67312826]"
Bella Heathcote,1,"[57.609, 6.956, 2011, 40000000, 173930596]","[17.239, 6.534, 2016, 7000000, 3377430]","[83.497, 6.492, 2017, 55000000, 378827494]"
Terry Bradshaw,2,"[36.478, 6.432, 2005, 75000000, 262511490]","[15.489, 5.784, 2006, 50000000, 130224158]","[14.018, 5.799, 2017, 25000000, 25601244]"
Ritchie Coster,2,"[22.728, 5.7, 2002, 60000000, 104391623]","[127.121, 8.513, 2008, 185000000, 1004558444]","[56.793, 7.415, 2015, 37000000, 173567581]"
Sara Rue,1,"[46.035, 6.9, 2001, 140000000, 449220945]","[36.539, 6.658, 2002, 48000000, 249348933]","[106.203, 6.315, 2006, 30000000, 495303]"
Jay Baruchel,2,"[68.97, 7.815, 2010, 165000000, 494879471]","[60.495, 7.671, 2014, 145000000, 621537519]","[80.49, 7.757, 2019, 129000000, 524580592]"
Courtney Ford,1,"[7.018, 6.321, 2015, 0, 0]","[245.434, 8.188, 0, 665603, 274827]","[278.3, 7.331, 0, 0, 0]"
Brenda Blethyn,1,"[11.077, 7.55, 1996, 4500000, 13417292]","[65.552, 8.084, 2005, 28000000, 121616555]","[22.646, 7.648, 2007, 30000000, 131016624]"
Mallory Bechtel,1,"[46.058, 7.277, 2018, 10000000, 82530552]","[91.139, 6.3, 2022, 0, 0]","[30.069, 8.004, 0, 0, 0]"
Bonnie Morgan,1,"[29.135, 7.342, 2002, 102000000, 358372926]","[13.701, 4.71, 2012, 1000000, 101758490]","[27.755, 4.965, 2017, 25000000, 83080890]"
Mia Wasikowska,1,"[75.158, 6.628, 2010, 200000000, 1025467110]","[20.218, 6.641, 2015, 55000000, 74679822]","[46.305, 6.552, 2016, 170000000, 299457024]"
Leslie Grace,1,"[1.537, 7.5, 2021, 0, 0]","[14.309, 7.221, 2021, 55000000, 43000000]","[103.112, 5.5, 0, 1000000, 0]"
Ed Begley Jr.,2,"[27.228, 6.624, 2008, 27000000, 101624843]","[18.772, 6.504, 2011, 20000000, 30426096]","[55.599, 5.371, 2016, 144000000, 229147509]"
Dabney Coleman,2,"[19.415, 7.071, 1983, 12000000, 124600000]","[22.466, 6.676, 1998, 65000000, 250821495]","[64.887, 7.987, 0, 15000000, 90404800]"
Brendan Fehr,2,"[62.273, 6.582, 2000, 23000000, 112880294]","[2.382, 7.3, 2011, 160000000, 353624124]","[43.078, 7.906, 2014, 170000000, 772776600]"
Kent Osborne,2,"[88.74, 7.246, 2008, 130000000, 631744560]","[35.407, 6.213, 2009, 175000000, 381509870]","[7.371, 6.512, 2017, 0, 0]"
George Segal,2,"[17.538, 5.973, 1996, 47000000, 102825796]","[70.785, 5.824, 2009, 200000000, 791217826]","[224.142, 7.04, 2010, 30000000, 102820008]"
Kali Rocha,1,"[26.13, 6.673, 2000, 55000000, 330444045]","[25.76, 6.237, 2004, 80000000, 516642939]","[16.379, 6.619, 2010, 1987650, 19152480]"
Aaron Yoo,2,"[19.083, 6.687, 2007, 20000000, 117760134]","[25.074, 6.694, 2008, 35000000, 159808370]","[41.242, 5.751, 2009, 19000000, 91509154]"
Barbara Bain,1,"[15.711, 6.1, 2020, 0, 0]","[113.521, 7.629, 0, 0, 0]","[81.353, 7.1, 0, 26000000, 71870729]"
Rya Kihlstedt,1,"[39.439, 5.265, 1997, 32000000, 79082515]","[14.251, 5.726, 2015, 0, 0]","[74.26, 7.174, 0, 0, 0]"
Michele Marsh,1,"[20.477, 7.692, 1971, 9000000, 83304330]","[34.902, 6.705, 1994, 0, 46264384]","[450.147, 8.595, 0, 98000000, 10017322]"
James Hampton,2,"[12.729, 7.133, 1979, 5900000, 51718367]","[32.934, 6.179, 1985, 1200000, 80000000]","[13.252, 7.531, 1996, 1200000, 34100000]"
Michael Peña,2,"[105.128, 7.521, 2014, 68000000, 211817906]","[55.049, 7.681, 2015, 108000000, 630600000]","[40.637, 6.95, 2018, 140000000, 622674139]"
Lori Alan,1,"[79.745, 8.08, 2008, 180000000, 521311860]","[327.408, 7.92, 2015, 175000000, 857611174]","[81.69, 7.514, 2019, 175000000, 1073394593]"
Amanda Blake,1,"[5.228, 6.692, 1953, 0, 0]","[12.447, 7.112, 1954, 5019770, 4335968]","[57.522, 6.636, 0, 0, 0]"
Kiana Madeira,1,"[39.033, 6.718, 2021, 0, 0]","[27.338, 7.157, 2021, 0, 0]","[157.162, 7.098, 2021, 14000000, 21800000]"
Priscilla Presley,1,"[36.535, 7.24, 1988, 12000000, 78756177]","[28.343, 6.783, 1991, 23000000, 86930411]","[25.973, 6.473, 1994, 30000000, 51132598]"
Molly Shannon,1,"[176.568, 6.739, 2000, 123000000, 345823040]","[60.274, 6.955, 2012, 85000000, 358375603]","[58.974, 6.9, 2018, 80000000, 528600000]"
Lois Nettleton,1,"[7.092, 5.497, 1981, 2500000, 0]","[9.684, 6.158, 1982, 27500000, 69700000]","[22.36, 7.231, 2002, 0, 0]"
Havan Flores,2,"[0.602, 0.0, 2019, 0, 0]","[47.81, 7.895, 0, 0, 0]","[98.996, 8.255, 0, 0, 0]"
Obba Babatundé,2,"[16.584, 8.343, 1991, 19000000, 272742922]","[20.896, 7.727, 1993, 26000000, 206678440]","[67.813, 7.881, 2004, 29000000, 115603229]"
Walter Pidgeon,2,"[16.517, 7.232, 1941, 1250000, 6000000]","[11.194, 7.055, 1942, 1344000, 13500000]","[23.002, 7.258, 1956, 1900000, 3250000]"
Richard Lawson,2,"[21.195, 7.459, 1971, 4000000, 35976000]","[32.866, 7.153, 1982, 10700000, 122200000]","[16.718, 6.876, 1984, 14500000, 8089290]"
Red Buttons,2,"[24.975, 7.095, 1972, 5000000, 84563118]","[19.878, 6.334, 1977, 10000000, 0]","[18.445, 6.475, 1994, 20000000, 37939757]"
Kim Cattrall,1,"[34.528, 6.665, 1984, 4500000, 81198894]","[27.578, 7.204, 1986, 25000000, 11000000]","[38.437, 6.564, 2008, 65000000, 418765519]"
Jaime Winstone,1,"[9.076, 4.743, 2008, 0, 0]","[32.391, 7.839, 2014, 0, 4439431]","[38.713, 6.355, 2018, 94000000, 274650803]"
Adam Goldberg,2,"[68.776, 8.211, 1998, 70000000, 481840909]","[67.495, 7.853, 2001, 58000000, 316800000]","[25.968, 6.852, 2006, 75000000, 180557550]"
Kym Jackson,1,"[61.98, 6.06, 2002, 84000000, 275650703]","[27.352, 5.707, 2012, 7500000, 10109659]","[10.318, 5.276, 2016, 0, 0]"
Greg Germann,2,"[56.465, 6.498, 2008, 150000000, 309979994]","[23.675, 6.191, 2012, 42000000, 73100000]","[21.718, 6.012, 2015, 40000000, 111811453]"
Jesse White,2,"[12.231, 7.664, 1950, 0, 0]","[12.356, 7.081, 1956, 1000000, 0]","[10.359, 6.649, 1993, 0, 9532895]"
Aaron Pearl,2,"[1.931, 7.03, 2003, 110000000, 407711549]","[1.799, 6.4, 2006, 210000000, 459359555]","[53.736, 6.616, 2013, 225000000, 668045518]"
Don S. Davis,2,"[15.83, 6.276, 1989, 7500000, 296999813]","[29.973, 6.83, 1991, 70000000, 300855000]","[365.241, 8.247, 0, 4000000, 46474]"
Gale Hansen,2,"[9.953, 7.451, 1983, 0, 11798616]","[43.394, 8.312, 1989, 16400000, 235860116]","[5.629, 4.8, 1992, 0, 0]"
Bill Bellamy,2,"[10.807, 5.6, 1997, 0, 13960203]","[16.426, 6.824, 1999, 55000000, 100230832]","[13.236, 4.9, 2016, 0, 0]"
Khary Payton,2,"[535.021, 7.757, 2023, 100000000, 1355725263]","[449.777, 8.12, 0, 55000000, 307077295]","[213.343, 8.459, 0, 15000000, 76196538]"
Sybil Danning,1,"[9.25, 4.94, 1983, 2500000, 10676194]","[13.622, 6.987, 2007, 67000000, 25422088]","[36.137, 6.204, 2007, 15000000, 80460948]"
Vito Scotti,2,"[43.52, 7.3, 1970, 4000000, 55675257]","[164.432, 8.71, 1972, 6000000, 245066411]","[15.757, 6.022, 1993, 0, 0]"
Thad Luckinbill,2,"[11.021, 7.354, 2014, 20000000, 3396345]","[27.768, 7.396, 2017, 38000000, 25754775]","[36.617, 6.269, 2018, 35000000, 67450815]"
Cory Hart,2,"[12.745, 4.995, 2007, 12000000, 0]","[13.991, 6.404, 2015, 0, 0]","[9.26, 6.3, 2016, 13000000, 1646788]"
Clive Revill,2,"[42.015, 8.391, 1980, 18000000, 538400000]","[17.897, 6.04, 1995, 30000000, 10772144]","[22.378, 6.491, 2002, 20000000, 109862682]"
Robert Walker Jr.,2,"[11.697, 6.872, 1967, 0, 6000000]","[17.939, 7.07, 1969, 400000, 60000000]","[5.578, 4.883, 1972, 150000, 102433]"
Chad Lowe,2,"[9.745, 5.979, 1991, 9000000, 26055]","[34.24, 6.646, 2002, 50000000, 119137784]","[157.777, 8.021, 0, 0, 0]"
Romney Brent,2,"[7.266, 6.5, 1948, 3408000, 4772000]","[2.345, 5.2, 1958, 0, 0]","[5.81, 7.3, 1958, 0, 0]"
Illeana Douglas,1,"[26.972, 7.262, 1991, 35000000, 182300000]","[14.763, 6.664, 1999, 12000000, 21133087]","[10.583, 7.07, 2001, 7000000, 8800000]"
Juliette Angelo,1,"[17.431, 5.884, 2011, 56000000, 142044638]","[5.61, 6.034, 2018, 0, 0]","[17.535, 7.725, 2020, 35000000, 107423]"
Roshon Fegan,2,"[32.997, 7.3, 2004, 200000000, 788976453]","[16.22, 6.426, 2008, 0, 0]","[14.417, 6.332, 2010, 0, 0]"
Anna Van Hooft,1,"[15.611, 4.279, 2006, 40000000, 38805380]","[59.368, 6.365, 2016, 160000000, 433677183]","[17.391, 6.39, 2017, 0, 0]"
Wendi McLendon-Covey,1,"[20.947, 6.529, 2011, 32500000, 288383523]","[59.85, 6.87, 2014, 40000000, 127994610]","[709.763, 7.738, 2023, 200000000, 490797988]"
Cassandra Peterson,1,"[17.191, 6.543, 1988, 7500000, 5596267]","[7.309, 5.39, 2002, 1500000, 0]","[18.429, 7.011, 2019, 0, 0]"
Sylvia Sidney,1,"[6.765, 6.724, 1937, 0, 0]","[51.979, 7.379, 1988, 15000000, 74714298]","[26.959, 6.397, 1996, 70000000, 101371017]"
David Oakes,2,"[18.583, 6.235, 2017, 9831962, 0]","[34.085, 7.552, 0, 0, 0]","[120.549, 7.833, 0, 0, 0]"
Method Man,2,"[25.688, 6.312, 2001, 12000000, 31155435]","[35.032, 4.038, 2008, 30000000, 85897593]","[11.462, 7.102, 2016, 5000000, 2152738]"
Ruby Cruz,1,"[191.713, 6.981, 2023, 11300000, 11612324]","[57.644, 6.902, 0, 0, 0]","[52.013, 8.267, 0, 0, 0]"
James Norton,2,"[19.939, 5.673, 2017, 19000000, 45158254]","[36.364, 7.893, 2019, 40000000, 216601214]","[16.858, 5.741, 2021, 0, 0]"
Mark-Paul Gosselaar,2,"[23.607, 6.091, 2015, 8900000, 4100000]","[45.66, 7.847, 0, 0, 0]","[16.49, 6.98, 0, 25000000, 26611650]"
Kevin Rahm,2,"[47.711, 7.705, 2014, 8500000, 50300000]","[8.528, 5.3, 2017, 0, 0]","[143.721, 7.286, 0, 0, 0]"
Sofia Milos,1,"[10.011, 5.309, 2000, 24000000, 13700000]","[10.262, 5.068, 2001, 25000000, 0]","[505.806, 7.747, 0, 24000000, 99965753]"
Peter Billingsley,2,"[16.607, 7.287, 1983, 3300000, 20653717]","[106.512, 7.639, 2008, 140000000, 585174222]","[77.04, 7.446, 2019, 160000000, 1131927996]"
Maia Morgenstern,1,"[2.336, 6.524, 1992, 3700000, 0]","[59.794, 7.466, 2004, 30000000, 611900000]","[14.31, 7.058, 2016, 0, 2093725]"
Russ Tamblyn,2,"[15.385, 7.266, 1961, 6000000, 43656822]","[45.789, 7.575, 2011, 15000000, 78054825]","[61.716, 8.173, 2012, 100000000, 425368238]"
Sprague Grayden,1,"[25.852, 5.743, 2010, 3000000, 177512032]","[28.156, 5.892, 2011, 5000000, 207039844]","[24.069, 5.407, 2012, 5000000, 142802657]"
Peter Renaday,2,"[28.3, 6.753, 1977, 1200000, 71215869]","[102.85, 7.915, 1998, 90000000, 304320254]","[115.04, 7.58, 0, 0, 0]"
RuPaul,2,"[12.646, 6.957, 2000, 1200000, 2600000]","[15.942, 6.4, 2019, 0, 0]","[242.109, 7.7, 0, 0, 0]"
Tantoo Cardinal,1,"[32.658, 7.846, 1990, 22000000, 424208848]","[31.438, 7.386, 1994, 30000000, 160638883]","[40.85, 7.431, 2017, 11000000, 44998252]"
Kate Burton,1,"[27.578, 7.204, 1986, 25000000, 11000000]","[29.91, 7.103, 2010, 16000000, 56032889]","[28.858, 7.074, 2010, 18000000, 35692920]"
Leigh French,1,"[17.648, 6.8, 1981, 11000000, 31672907]","[24.094, 6.756, 1989, 18000000, 49101993]","[14.633, 7.382, 1992, 12500000, 10725228]"
Billy Boyd,2,"[124.166, 8.404, 2001, 93000000, 871368364]","[115.485, 8.386, 2002, 79000000, 926287400]","[106.442, 8.475, 2003, 94000000, 1118888979]"
Sarah Desjardins,1,"[90.741, 7.895, 0, 0, 0]","[30.239, 7.733, 0, 500000, 0]","[257.361, 8.474, 0, 0, 0]"
Bess Armstrong,1,"[7.951, 5.8, 1983, 0, 28400000]","[22.021, 4.451, 1983, 20500000, 87987055]","[8.149, 6.082, 1998, 0, 0]"
Basil Rathbone,2,"[19.97, 7.459, 1938, 2033000, 3981000]","[11.434, 6.715, 1939, 420000, 0]","[21.196, 6.5, 1949, 0, 0]"
Victor Buono,2,"[14.449, 7.926, 1962, 980000, 0]","[11.357, 7.231, 1964, 2200000, 4000000]","[32.946, 6.2, 1970, 3000000, 18999718]"
Adam Wylie,2,"[15.759, 5.891, 1996, 0, 8620678]","[38.418, 5.465, 2005, 7000000, 0]","[23.995, 6.712, 2007, 3500000, 0]"
Tequan Richmond,2,"[25.696, 7.438, 2004, 40000000, 124731534]","[5.602, 5.6, 2013, 0, 0]","[65.905, 8.023, 0, 3000000, 4000000]"
Lee Meriwether,1,"[21.476, 6.3, 1966, 1377800, 3900000]","[31.967, 7.621, 2007, 0, 3438735]","[59.326, 7.6, 0, 1900000, 28600000]"
Robin Thomas,2,"[6.845, 4.4, 1996, 0, 0]","[11.418, 6.847, 1998, 0, 0]","[73.085, 6.881, 2013, 180000000, 411002906]"
James Franciscus,2,"[10.79, 7.231, 1969, 0, 0]","[32.946, 6.2, 1970, 3000000, 18999718]","[9.049, 6.728, 1971, 1000000, 1204739]"
Michelle Harrison,1,"[83.497, 6.492, 2017, 55000000, 378827494]","[148.215, 6.709, 2018, 55000000, 368307760]","[22.134, 6.777, 2019, 0, 333593]"
Dalila Bela,1,"[21.09, 5.959, 2011, 42000000, 89162162]","[22.005, 5.556, 2012, 0, 0]","[110.666, 8.694, 0, 0, 0]"
Arden Myrin,1,"[25.298, 5.561, 2007, 175000000, 174440724]","[18.312, 5.42, 2012, 3000000, 11947954]","[49.011, 7.817, 0, 0, 0]"
Bill Paterson,2,"[28.345, 6.917, 1990, 0, 15360553]","[10.445, 6.303, 2020, 0, 0]","[286.71, 8.207, 0, 0, 0]"
Spencer Lord,2,"[3.875, 6.071, 2021, 0, 0]","[257.361, 8.474, 0, 0, 0]","[554.826, 8.502, 0, 0, 0]"
Gloria LeRoy,1,"[8.334, 6.327, 1975, 0, 0]","[15.067, 6.781, 1986, 4000000, 2826523]","[9.396, 6.9, 1987, 3000000, 3221568]"
Shaquille O'Neal,2,"[73.654, 5.478, 2006, 45000000, 178262620]","[88.957, 6.118, 2013, 80000000, 247022278]","[41.729, 7.418, 2014, 60000000, 469160692]"
Hunter Parrish,2,"[20.621, 7.913, 2007, 21000000, 43095175]","[48.531, 6.292, 2009, 20000000, 136316880]","[17.242, 7.495, 2014, 5000000, 44779195]"
Clive Russell,2,"[45.599, 7.203, 2009, 90000000, 524028679]","[79.636, 6.535, 2013, 170000000, 644783140]","[680.163, 8.442, 0, 0, 0]"
Heidi Swedberg,1,"[12.297, 6.071, 1990, 15000000, 201957688]","[29.619, 6.561, 1991, 26000000, 181096164]","[19.898, 7.061, 1999, 45000000, 90683916]"
Marlee Matlin,1,"[11.626, 6.93, 1986, 0, 31853080]","[8.771, 5.053, 2004, 0, 10000000]","[82.351, 7.964, 2021, 10000000, 1600000]"
Tadanobu Asano,2,"[91.98, 6.767, 2011, 150000000, 449326618]","[49.272, 5.814, 2012, 209000000, 303025485]","[79.636, 6.535, 2013, 170000000, 644783140]"
Phillip Van Dyke,2,"[11.418, 6.847, 1998, 0, 0]","[12.866, 6.838, 2001, 0, 0]","[105.057, 8.031, 0, 0, 0]"
Neel Sethi,2,"[0.629, 0.0, 2013, 0, 0]","[51.341, 6.86, 2016, 175000000, 966550600]","[2.654, 0.0, 2021, 0, 0]"
Lisa Comshaw,1,"[1.776, 5.4, 1994, 0, 0]","[1.417, 3.8, 1995, 0, 0]","[5.894, 5.3, 1995, 4000000, 0]"
Sean Kaufman,2,"[153.294, 8.253, 0, 0, 0]","[193.087, 7.714, 0, 0, 0]","[156.711, 7.7, 0, 0, 0]"
Nancy Travis,1,"[14.471, 6.167, 1987, 11000000, 242780960]","[10.546, 6.479, 2005, 25000000, 39053061]","[33.636, 6.8, 0, 0, 0]"
Kevin Dunn,2,"[14.528, 6.786, 2007, 150000000, 709709780]","[20.174, 6.173, 2009, 200000000, 836303693]","[15.91, 6.187, 2011, 195000000, 1123794079]"
Patrick Schwarzenegger,2,"[22.313, 7.389, 2013, 0, 81071]","[51.133, 6.515, 2015, 15000000, 14860766]","[26.692, 7.794, 2018, 2800000, 27365467]"
Morgan Kohan,1,"[5.181, 6.417, 2020, 0, 0]","[4.631, 6.4, 2021, 0, 0]","[18.098, 9.5, 0, 0, 0]"
Sasha Calle,1,"[0.639, 2.0, 2019, 0, 0]","[422.037, 6.848, 2023, 300000000, 268375616]","[18.181, 6.85, 0, 0, 0]"
Randy Orton,2,"[14.055, 5.543, 2013, 4000000, 0]","[12.379, 7.951, 2014, 0, 10900000]","[12.115, 5.1, 2015, 0, 0]"
Allisyn Ashley Arm,1,"[19.034, 5.274, 2008, 60000000, 50650079]","[4.908, 4.214, 2016, 0, 0]","[28.163, 7.944, 0, 0, 0]"
Chazz Palminteri,2,"[44.884, 7.85, 1993, 10000000, 17287898]","[40.997, 8.193, 1995, 6000000, 23341568]","[34.764, 6.046, 1999, 133000000, 300135367]"
Jennette McCurdy,1,"[8.503, 7.005, 2013, 0, 0]","[189.731, 7.986, 0, 0, 0]","[44.935, 7.672, 0, 0, 0]"
Paul Michael Lévesque,2,"[37.685, 5.854, 2004, 65000000, 128905366]","[10.714, 5.634, 2011, 0, 0]","[18.346, 7.4, 0, 0, 0]"
Nick Offerman,2,"[37.965, 6.819, 2013, 37000000, 269994119]","[41.729, 7.418, 2014, 60000000, 469160692]","[26.712, 7.111, 2016, 15000000, 24121245]"
Mimi Kennedy,1,"[28.774, 6.754, 1992, 55000000, 149022650]","[19.577, 6.356, 2010, 65000000, 211780824]","[26.227, 7.535, 2011, 17000000, 151119219]"
Lara Pulver,1,"[48.32, 7.609, 2014, 178000000, 370541256]","[60.74, 5.847, 2016, 35000000, 81093313]","[128.943, 8.535, 0, 0, 0]"
Wallace Langham,2,"[14.771, 7.68, 2006, 8000000, 100523181]","[21.978, 6.032, 2014, 100000000, 103039258]","[119.315, 7.044, 2018, 34000000, 41142379]"
Sam Jaeger,2,"[24.774, 7.474, 2006, 27000000, 56308881]","[38.954, 7.861, 2013, 23000000, 47351251]","[61.022, 7.429, 2014, 58800000, 542307423]"
